cus_id,churn
390421549,1
441061798,0
412768682,0
169764751,1
434191735,0
8664917,1
431849784,1
156033818,1
210956844,1
126647433,1
111095197,1
203823113,0
180996299,1
443149116,1
278568853,0
274997836,0
258790612,0
328397748,1
378331272,1
206958943,1
161317145,1
118841235,1
264407145,0
167126725,1
36463590,0
437353465,0
14824627,1
387799820,1
145560175,0
425062673,1
225221921,1
245777155,1
156792646,0
87103311,0
303476213,1
22235219,1
132774168,0
349219950,1
30140746,1
245036111,1
314551237,0
192745481,0
140582709,0
91559235,1
92672286,0
59408146,0
425340964,1
156352973,1
274759414,0
389187551,1
217010413,0
426232336,1
233250326,1
17626542,1
58510738,1
412108615,0
40500296,1
109800715,0
416005494,0
239030990,1
101357271,0
233529799,1
217429610,1
121603567,0
189995955,0
245068369,1
10787149,1
191983780,1
272819673,1
332790944,1
126072785,1
58662597,1
264827911,1
424720272,0
293602235,1
447419,1
440198179,0
73316424,1
442598513,0
73131512,1
225320779,1
221449207,1
89534130,0
127421284,1
323988337,1
185661811,1
130236451,1
245441198,0
388543045,0
63615940,1
216775949,0
71006405,0
436604959,0
249949913,1
250748097,1
130246344,1
126453383,0
232936393,0
76985140,1
131400831,0
244859824,0
49785398,1
205362135,1
120317327,1
313709783,1
307063666,1
213990697,0
127034122,1
75950839,0
47117377,0
252330164,1
225125261,1
57909706,1
59466266,1
138276890,0
55278782,1
445401875,1
434517210,1
239093777,1
443426038,0
251053626,0
222500863,1
218629821,1
212122467,1
113865483,0
191901133,1
169799659,0
162536116,1
157677246,1
303680152,1
4920877,1
42812700,0
221023200,1
6587023,1
384285251,0
58402275,0
128085877,1
194682469,0
292694877,1
278561513,0
176845422,1
114500750,1
17835234,1
315669590,1
156247118,0
436498021,0
441182051,1
28003506,1
362450730,1
226862165,1
400475976,1
124185616,1
118579199,1
61009446,1
292725770,1
428019301,0
444760000,0
182213558,1
13738086,1
181568354,0
77699693,1
209585896,1
182019161,0
149883879,1
162623819,0
18295459,1
141134740,1
207363012,1
389299686,1
382838,1
156703309,0
291927508,0
82215630,1
59347826,1
94413270,1
94453564,0
20516570,1
203268230,0
126567127,1
316526033,1
40770082,1
44842964,1
239317130,1
19405515,1
152083496,0
47551174,0
23529659,1
50496588,1
51145069,1
209987332,1
405377788,1
297252370,1
134231700,1
141108312,0
106609011,1
307800365,1
1443012,1
275907234,1
187507016,1
394483602,0
211986901,1
35608230,1
50725281,0
66839071,0
210160887,1
176530812,0
216213680,1
96251560,0
33336711,1
185368800,0
190415293,0
199097485,1
255636571,1
349570753,1
130772698,1
25531188,0
319287160,0
79430925,1
338083344,1
352335573,1
186891914,0
144062999,0
84108631,1
191732388,0
51592734,1
339365079,0
210968813,0
99084122,1
169714869,0
192639727,1
63628952,1
21464773,1
63721896,1
257061765,1
245509039,0
10053365,1
398152518,0
49461103,0
24463794,1
53928182,0
321257102,1
346303477,1
300728952,1
164804226,0
137842298,0
394859975,0
428411929,0
215587873,0
167364865,1
171706797,1
46705663,0
136624696,1
215195451,1
141397508,0
264980157,0
80647429,0
392070075,1
49935419,1
243302368,0
148764586,0
62707236,0
203889122,0
74995620,1
400341939,0
271798874,0
41519120,1
269451579,1
304921595,1
27807033,1
621809,0
398155048,0
200771787,0
432914833,1
304298722,0
398967321,0
176914651,0
73680035,1
239913392,1
93513963,1
246027159,1
273481696,1
82826408,1
438503081,1
161026336,1
232386034,1
41479272,1
319177515,0
157403668,1
355263916,1
305328659,1
189382645,1
418092896,0
143937793,1
114262839,1
148109186,1
394703041,0
210794381,1
343332943,0
240727539,1
224225081,0
6718385,1
116123174,1
139073196,1
31964070,1
390693783,1
29028120,1
55141094,1
144595841,0
430033596,1
202796135,1
150702510,1
4162013,1
177338885,1
326561513,0
129143260,1
338803405,0
9420948,1
119678834,1
181633629,0
440590807,0
126605892,1
124613173,1
347491532,0
177431606,1
24113849,1
175287741,1
253621992,1
40353638,1
28787719,1
32844085,1
322725648,1
37509208,0
28563144,0
66917150,0
216685203,1
400885875,0
104806098,0
155797926,1
235298532,1
173793768,1
166606935,1
151211923,0
420371755,0
80642512,1
352915357,0
212738713,1
348913664,0
113822291,1
217550557,0
12449457,1
196562647,0
90078617,1
151780981,1
52290035,0
90072701,1
151277278,1
137531587,0
380816396,1
289852544,1
418146198,0
207082111,1
85952105,0
122309354,1
145110922,1
277255386,0
316461187,1
82516858,1
39049389,1
76351234,1
387692863,1
18147739,1
170693519,1
231712713,1
289581885,0
281426987,1
133895356,0
179367902,1
122542575,0
211680737,1
152793929,1
78413388,1
279985887,1
128247873,1
5979240,1
264081729,1
87138547,1
321423542,0
361887748,1
390481564,1
10733374,1
46481639,1
79303986,1
96097417,1
101857,0
143878329,1
21128244,1
336521343,1
48378190,1
65573854,1
151143100,0
323657459,0
351153127,1
137365145,1
149935511,1
97259145,0
97838603,1
71632847,1
125851474,1
281594933,1
374823595,0
95413635,1
447375529,0
382274626,0
129878552,0
82872271,1
339407863,1
189591745,1
193315090,0
144208925,1
390537438,0
157366636,1
18330268,1
76163426,1
291470015,1
220664506,1
58026901,1
362597470,0
135886712,1
330623118,1
213190372,1
100007165,1
356740458,1
185786426,1
208394577,0
113081655,1
82990564,0
247338359,0
25394095,0
116771739,1
157341758,1
332272214,1
84534152,1
32879771,0
131793133,0
410680447,0
270331899,1
96552506,1
30361468,0
121171627,1
182583569,1
104895048,1
439911940,0
61188200,1
56437614,1
60702302,1
443192676,1
358947556,1
43147048,1
421723577,0
228586099,1
127244608,1
85591819,0
220624050,0
40193928,0
45593979,0
4764593,1
281399354,0
59136486,1
443611484,1
349854611,0
262452781,1
72230800,1
418639991,0
427790726,0
255192580,1
303715596,0
178014694,1
66798878,1
30979813,0
58953061,1
78202067,0
127603161,1
67544101,0
53721286,1
446148364,0
7858173,1
74327050,1
210692892,1
75385983,0
93737848,1
418477936,1
34022186,1
2425517,1
277713207,0
395544024,1
15601582,0
183489949,1
155243735,0
156086756,1
142833184,0
191444130,0
162435277,1
93201578,1
302866983,0
7710638,1
52876835,0
15870001,0
164991241,1
251593913,1
154048033,1
126046237,1
202134762,1
327408067,1
164846869,1
377063182,1
110021092,1
52690331,0
398996216,0
258320069,1
273999509,1
51992967,0
209721540,1
227899179,1
280765616,1
214897014,1
184503286,0
344862705,1
188905681,1
152651044,1
3672567,1
84569346,0
172071405,1
297025961,0
205111090,1
191900094,1
211772337,1
435204462,0
267694954,0
150230234,1
74991927,1
132553202,1
217729332,0
221815163,0
409691294,1
116559379,0
360675917,0
15414977,1
174530589,1
251155487,1
142206702,1
8698809,1
233207790,0
134016791,0
81428744,0
277327023,1
387881529,1
442801579,1
193230382,1
422048684,0
209555125,1
221193186,1
425146607,1
431730591,1
320059425,1
76796083,0
379467022,0
139952273,1
128059367,1
158301320,1
344948250,0
140504935,1
219120165,1
77053206,1
284989438,0
32671689,0
133188166,1
150370652,0
382675063,0
293376396,0
164028703,1
183737404,1
362828979,1
250677926,1
148096872,0
53357595,0
249618238,0
173932289,0
31706276,0
380434988,1
29860539,1
35033382,1
42079795,1
167244471,0
61290219,1
245000240,1
39882645,0
110154252,1
123377953,1
127534704,0
55670958,1
216395149,1
75544019,1
197128176,0
408258720,0
49429577,0
436841852,1
75646570,1
76073984,0
167322714,0
36462818,0
415545536,1
47477722,1
35684210,1
84012894,0
120495,1
70478236,1
403204803,0
57781768,1
264646972,0
96562782,0
332760234,0
69834014,1
65473095,1
132558809,1
143706978,1
154707999,0
127406011,1
97222052,1
262288280,1
7434019,0
432065080,0
186034106,1
211021118,0
250268843,0
163340271,0
403401259,0
263206324,1
68663413,1
241035518,0
97039748,1
436175993,0
238685348,0
106861911,0
98034489,1
234061476,1
85092236,0
314982180,0
314115299,0
98909465,1
11260752,1
85390978,1
128583910,1
340702057,1
77882403,0
7279428,1
133164165,1
256799769,1
45107326,1
219013982,1
273302086,0
366861016,1
293550479,1
86943599,0
170656018,1
57640780,1
129470367,1
417260618,0
306305963,1
394124847,1
74402929,1
240305671,1
51375457,1
165577063,1
117235451,1
270490099,1
51457782,1
89740435,0
400736260,0
304978468,0
400642740,0
109917828,0
141315168,1
62591656,1
77087504,1
31469404,1
432275934,0
226790772,1
51532456,0
277075101,0
448238843,0
201203710,1
41826077,0
6676602,0
428743825,0
195348166,0
400861668,0
328121316,0
263494218,0
265413283,1
438596578,1
382578527,0
181561483,1
144189919,1
404672003,0
145099317,0
291746914,1
58860971,1
49728054,1
417996705,0
242927972,0
19223066,0
64548218,0
398209982,1
220442049,1
362643594,0
118943561,0
286991924,1
82334800,1
364699674,0
9607782,1
198748093,1
196335439,1
57736170,1
165244164,0
213078483,0
81232063,0
430248383,0
99153046,1
332271890,1
159456158,0
428026885,0
324362348,0
94903654,1
235821891,0
168575653,0
97864503,1
185646292,1
44821693,1
28970471,0
357758525,0
185935086,1
58010404,1
387069321,1
72679971,0
322659027,1
259867308,1
80783645,1
86445791,0
282132791,1
41501725,0
5354493,1
49516674,1
158352952,1
62957608,1
362897270,1
13207692,1
179310011,1
68237326,0
31616693,1
369346159,1
67589106,1
325133915,1
159070973,1
222465358,1
97240568,1
185305933,1
202659917,1
2347190,0
135896500,1
83204190,0
30707417,1
145656467,0
78314286,1
329306473,1
189839038,1
233490971,1
146782877,1
158396329,1
137769742,1
416358743,0
30719468,0
151797682,0
93949148,1
429697780,1
176836122,1
3734618,1
415610481,1
64064034,1
53289773,1
137139529,0
374769456,1
160874357,0
341059100,0
153938201,0
2050837,0
286139826,0
203146164,1
208290131,0
324275968,0
137117854,0
319920166,1
160845195,1
153352690,1
367728345,1
290540446,1
322528786,0
137491884,0
7794059,1
198777577,1
272618773,0
198327304,1
431505158,0
436048522,0
20703156,1
371806363,0
316014723,1
404933877,0
198624843,0
204898688,1
57153637,0
231137112,0
44873409,0
339234123,1
184095713,1
395756445,1
184223710,1
101772188,1
52503766,1
153892912,0
360301073,1
128168120,1
433092714,1
159453342,1
292603763,1
49122925,0
261008564,1
131131964,1
195017612,0
59455601,1
319869066,1
292653134,0
247044490,1
263718873,0
150548714,1
334528727,1
235651642,1
80182817,1
292605763,0
91870253,1
143614907,1
188984717,0
31216643,1
244004729,1
399329378,0
57781198,0
246540568,1
283105487,1
120342346,1
281256875,0
387377075,0
164258153,0
152064753,1
188586669,1
290935501,1
99513168,1
80158755,1
445989754,1
402552995,0
155189451,1
77525261,0
65059589,1
94837992,1
357151232,1
307277353,0
417460277,1
182439069,1
57127882,1
49973269,0
7925955,1
35833194,1
231120510,1
153221648,1
226384974,0
24813434,0
390148768,1
116216734,1
144001457,1
124112734,1
447814363,0
67727343,0
154958838,1
357050923,1
318757275,0
308054304,1
318621221,1
190355568,0
436902006,0
281772200,1
98241141,0
137521818,1
161901436,1
210913919,1
209056968,1
57476399,1
250425802,1
228525718,0
150512664,0
149253544,1
189116939,1
110951942,1
215721195,0
230000056,1
51148680,1
75191464,1
251365235,0
155741299,0
183797602,0
174355034,1
418997236,1
173247752,1
340639251,1
183040532,1
10170966,1
257631025,0
64560393,0
702420,1
292758314,0
33802751,1
125501895,0
429362313,1
24266379,1
379089282,1
200665179,1
26305432,1
45110098,1
331424297,1
198045406,1
392353666,0
13521055,0
46210713,1
303503457,0
146864586,0
193141348,0
47297031,1
313444384,1
45799977,1
447810529,0
170685569,1
166995750,1
375904653,1
136730204,0
213894159,0
133916890,1
137654997,1
77317059,1
217744077,0
242523499,0
133114245,0
135317572,1
77505193,0
204777478,1
224456651,1
37751302,1
200184743,1
139262779,1
59448890,1
20070985,0
73617919,1
301145335,0
143495125,1
210017285,1
365397057,0
90392794,0
30498340,1
121027985,1
4056322,0
223083949,1
73360655,1
91464512,1
365204189,0
106302847,1
443157253,0
196595681,1
230991756,0
57131632,1
160800455,1
290987928,0
207283972,1
190699824,0
17745672,1
304801506,1
322670266,1
67630523,0
235021244,1
11538286,0
133769029,1
141463559,1
300139115,1
28120762,1
31292238,1
301342157,0
101016319,1
347442876,1
86619390,0
173086454,1
173233255,1
309532516,1
689919,1
136840585,1
1880971,1
57374971,1
181975603,1
62933607,1
168439967,1
264686105,1
158642152,1
77584172,0
136653162,1
164599166,1
441716687,0
256849504,1
22623035,1
376036753,0
399217163,0
3252859,1
13579537,0
394340065,0
161287659,0
193456894,1
388233047,0
95685297,1
145688971,1
65123640,0
48307615,1
311308063,1
9422765,1
207915388,0
320605296,0
26880585,1
334806383,1
37292503,1
104977697,0
430841444,1
79382231,1
12652481,0
398443003,0
81024923,1
32301169,0
437202584,0
197649028,0
58027900,1
54736049,1
231533469,0
119040486,1
199400532,0
38626238,0
174792850,0
82001024,1
347083469,1
142677470,0
347324930,0
143457706,0
223143840,1
214474168,1
29056813,0
89923248,1
262475783,1
95981124,1
80213977,1
401866420,0
229017206,0
9312954,0
174941,1
411150073,0
29972064,0
381606912,0
138475914,1
212766567,1
426226891,1
98847881,1
2740756,0
112503606,1
352772920,0
37381922,1
150765993,1
183362703,1
276058361,1
90573958,1
132596922,1
172024480,0
188281605,0
177744073,1
224922058,0
362268628,1
59253965,1
192715240,0
288944595,1
265007746,1
257258854,0
210645767,1
130125683,1
144476894,0
233140946,0
47196785,1
194989796,0
85297584,1
440848153,1
36597015,0
76533662,1
78958262,0
152696253,1
160780938,0
178043406,1
424105456,1
317741330,0
90482131,1
358362390,1
431479262,0
394282822,1
441084331,1
340461065,1
216105665,1
437220141,0
445859980,0
89623673,1
44208896,1
445451387,1
228731249,0
115158064,0
430771723,0
127605525,1
223576741,1
403617312,1
268816367,1
355803936,1
203273389,1
233802540,1
163534441,0
234907742,1
25420685,1
268230347,1
153113776,1
443406239,0
137774514,1
222706310,0
423425508,0
289307367,0
70712599,1
241715285,1
230893632,0
43381861,0
155277524,0
66833931,1
61027062,1
216756310,0
301768227,1
349244077,1
363116688,0
270535775,1
399297038,1
76786339,1
161770949,0
211439806,1
101749716,1
373441900,0
347051045,0
138208986,1
349832219,1
322652278,0
279175450,1
132244119,1
388603058,1
7966556,1
234474782,0
174514071,1
131342246,0
91456396,1
336741129,1
254969021,1
288097677,1
164084371,1
231238296,0
405342615,1
153684914,0
390420876,0
174049564,0
398727387,1
6743753,1
86988442,0
134136268,1
121567719,1
292047372,0
307807297,1
374332395,1
335391652,0
341678097,1
330038074,0
149856635,0
190764384,0
142413823,1
38615491,1
339592777,1
390503525,0
97425461,1
367982694,1
302384511,1
59435226,1
390077028,0
1609717,1
3529964,0
113324094,1
89478401,1
205832230,0
135283640,1
150351057,1
234343294,0
398561521,0
12252633,1
244343721,1
388188162,1
336028797,0
293802544,0
4615203,0
388611725,0
379552954,0
320921309,1
127547714,1
28049348,1
195876417,1
198288741,0
201834735,1
79930142,0
66288590,1
15792530,1
430468800,1
75831341,1
28572604,1
434238595,1
178241881,1
151135472,0
338896921,1
237622541,1
156871009,0
150887813,0
264747075,0
69414754,1
44314383,1
192709814,0
101173642,1
243115128,0
279650847,1
257288868,0
326998431,0
82805913,1
144528240,1
403644577,0
22010194,1
274959397,1
275575172,0
59311835,1
391856897,0
120859913,1
238948179,0
210211579,1
314631131,1
300266277,0
269046959,0
72522240,1
140107535,1
61180063,1
153379238,1
154527466,1
37959178,1
357157592,1
223379997,1
103686540,1
408493392,0
338575261,1
236553128,1
92669655,1
232724193,1
431063083,0
178189145,0
429758874,1
3597990,1
194164330,1
29629743,1
434604814,1
265008541,1
180581731,0
446960797,1
324529377,0
435625043,0
81969275,1
180958554,1
297626175,0
184177094,1
60195379,1
220109276,1
171724495,1
57631234,1
258841348,1
7592425,1
75531192,0
122684320,1
422214226,1
82486964,1
112930530,1
252096327,1
99574670,1
79370893,1
9576601,1
294335672,1
60460759,1
143835017,1
228377857,1
15404941,1
291493116,0
229301369,1
149057025,0
242736776,1
444421881,1
187028603,1
29972901,1
161556467,1
420756633,0
327789437,1
372024824,0
72538289,1
343795879,0
158450468,1
192110679,1
127078946,1
187279217,0
392589680,1
45965927,0
145340841,1
147039018,1
157705714,1
91356455,1
52174739,0
57685764,1
247568749,0
43034261,1
201362623,1
350374626,0
173944014,0
284761189,1
421310599,1
413855328,1
170657099,0
447289698,1
437077746,1
59189994,1
351179536,1
230573089,1
150204275,1
37452030,1
78624547,0
210223674,0
213683429,1
241227814,0
87236675,1
249430531,1
210026911,1
423166511,1
350091563,1
176917648,1
273085972,0
418458848,1
355456702,1
294382656,1
183887509,1
182212027,1
165553794,1
22355329,1
216311888,0
106355438,1
174249671,1
239921159,1
152318286,1
214016776,1
390469776,1
191303384,1
142525304,1
194021506,0
169562400,0
68043112,1
118250727,0
83222460,1
385841704,0
126238205,1
81150905,0
169610831,1
202616809,0
89448749,1
309633252,1
27747060,1
76949799,1
38960544,1
395068158,1
386055269,0
210214313,1
284884275,1
152214269,0
261754336,0
83763845,1
115275379,1
33544181,1
406641478,0
59099210,1
172433748,1
293907972,1
253375311,0
348115301,1
81333800,1
149907838,1
151982369,1
440858675,0
42067540,1
45501460,1
258249187,1
156704266,1
271236157,1
397419613,0
213293291,0
2091131,0
237150061,1
192721419,1
54950390,0
283615796,0
145064081,1
405222545,0
170781,1
279065906,1
167577164,0
190142308,1
157872928,0
146588539,1
391185820,0
84544918,0
327710723,1
206204647,1
422903087,0
143927515,1
263891675,1
71586496,0
645505,1
18421338,1
400785995,0
267361710,1
143872417,1
337251169,1
83285716,1
306371827,1
433282011,0
142566212,1
312340017,0
196618195,1
44088809,1
40003693,1
203237743,1
426933126,1
200942774,0
296324475,1
360130595,0
433336743,1
37965231,1
24936480,1
209817344,1
215244473,1
104391145,0
33992864,1
399678242,0
95596835,1
147631547,1
83610865,0
194405711,0
384692376,0
218729802,0
154189776,1
92061773,1
146653366,1
11438118,1
150057087,1
78005836,0
381957284,1
303950388,1
319206387,0
243376554,1
80358231,1
68689700,1
105240772,0
63107326,0
40006608,1
128890932,0
86506950,1
447641216,0
419996686,1
49862968,0
255042189,1
174115615,0
172544577,1
132581931,1
365139650,1
269788493,1
163288881,0
221875075,1
200644907,1
200525760,1
121227,1
260564386,1
145479524,1
268585552,1
215743829,1
445648333,1
396133125,1
141800778,0
99233699,1
229722686,1
405198054,0
176149221,1
78955732,1
96286266,1
37193359,0
79343508,1
434390069,0
125131310,1
276065886,1
157520903,1
19436511,0
226432202,0
50512980,1
90635868,0
3208689,1
39045782,1
177834979,1
86195,0
165432830,0
189689360,1
303308267,1
165966709,1
176546455,1
83214712,1
4071513,0
172066246,1
94376013,1
399786503,1
208394049,0
145588519,1
38470749,1
143723513,0
241854521,1
306797306,1
424016304,1
42608803,0
222080095,1
28276983,1
156054191,1
161160150,0
234314193,1
4303106,1
318466060,0
324263833,1
282907664,1
40938602,0
50527481,1
391045745,0
162021401,0
114888339,1
16777504,0
338392669,0
264661330,1
161442372,0
350157797,0
166505549,0
371668332,0
129828714,1
75609048,1
114125357,1
188804005,1
6497114,0
303823874,0
126980576,1
184090287,1
84776141,1
57349216,1
79607254,0
150379178,0
398596269,0
370914032,0
84004328,1
404254236,1
317865518,1
51305351,0
332118910,1
102418816,1
299142519,1
272751708,0
403460378,0
116046317,0
78956447,1
339803162,0
307189503,0
155039735,0
342131880,1
91892927,0
338372117,1
95623776,0
164647311,1
395203154,0
275004976,1
278076957,0
94708277,1
77984895,0
67652972,1
180574614,0
223677477,0
79202966,1
189675597,1
75730302,1
241033848,0
185811834,1
131971397,1
131842992,0
400585034,0
6773096,0
115994931,1
92199091,1
147630323,1
59168765,0
222744505,1
45315915,1
105826388,0
137677305,1
232050138,0
264172984,1
323725384,1
354946536,1
291368665,1
83966337,1
193914959,1
264577211,0
303696140,1
200388520,0
255785513,0
163667254,0
342107980,1
16671912,1
174118286,0
77138688,1
2407388,1
167485850,1
241206524,0
69467162,1
73719738,1
339133551,0
72191095,1
310678582,1
18624869,1
134599122,1
222614382,0
187075709,1
13480027,1
437187391,1
414558135,1
75472178,1
220599315,0
126572757,0
124387313,1
59527928,0
7867616,1
363799778,1
267860824,1
289256631,1
223434443,1
263805684,1
165929067,0
220730269,0
179410034,0
123736197,1
327320970,0
346360390,0
264715204,0
340440206,1
131259740,1
236638061,1
261480043,0
380918196,1
238747746,1
281553438,1
151265391,1
60868986,1
323070396,1
122039019,1
104947090,1
119138347,1
178083618,0
420132719,1
252434528,0
154271058,0
140734324,1
150238760,0
86961282,1
302718550,0
6864292,1
367032611,1
446266352,0
81363227,1
435270919,1
74216463,1
57710436,1
21478658,1
129537354,0
50368972,1
292288158,1
282114723,1
61932893,1
168172915,1
67627995,1
333120928,1
219576331,0
16937805,0
144673451,1
179690012,1
321426276,1
63129939,1
86841765,0
176470452,1
229285402,0
43400703,0
380044787,0
221116186,1
209424106,0
208717747,0
13213524,1
104627689,1
154586606,1
229828518,0
84884139,1
152658933,0
299481475,1
413173237,0
348178126,1
427221302,0
305624118,0
42539431,1
67394749,0
6533858,1
193049096,0
228558407,0
238610409,0
128511785,1
143685526,1
215233871,1
44307817,1
221858761,0
338720857,1
356022252,1
86454298,1
7320071,1
85311082,1
255738941,1
415514496,1
163124912,1
79949655,0
104002778,1
202303223,1
184630858,1
399897927,1
54296887,0
199569826,1
252881909,1
313426417,1
56661108,1
400770312,0
215039230,0
394969462,0
155123196,0
179601596,1
178710628,1
215567889,1
421752800,1
311881525,1
398973456,1
339144031,0
44166072,1
45835583,1
158108004,1
89686134,0
189123467,0
241716080,0
355147213,0
173552715,1
378661807,0
178486766,1
82018478,0
222754354,0
324434513,1
202391578,0
418968095,0
375425710,0
228928033,1
181066960,1
159054947,1
343522505,1
13922876,1
232633859,1
57018313,0
188853008,1
24393810,1
393698697,1
232091984,0
99718394,1
264610289,1
99071642,1
404810301,1
48568347,0
52958504,1
113610787,1
145180988,0
61224233,0
391314839,0
185925256,0
283365241,1
274329268,0
307065519,1
15738046,1
212521560,1
209873441,1
350940828,0
79765332,1
425466069,1
430683345,1
90535557,0
246217335,1
35912827,1
50754115,0
187425940,1
438369185,0
144749923,1
155656530,1
153617357,0
19773036,1
57573932,1
332683745,1
354147277,0
53325089,1
286550869,1
206690789,1
122512843,1
18016743,1
350969252,0
286971164,0
135652406,0
119420712,1
289163195,1
64978898,1
3192459,1
295074554,1
438105214,1
394126559,0
146960226,1
273869897,1
268191235,1
4054385,1
43197193,1
272558430,0
3477110,1
20432024,0
110695107,1
326467652,1
379991422,1
15089542,1
238390400,1
200828067,1
86323504,0
401565251,0
267370337,1
37110178,1
69074252,1
200348899,1
149122971,1
29585842,0
221858086,0
326058487,1
159581852,1
415489906,1
82325155,1
149771906,0
430826293,0
150174217,1
362712274,1
141868665,1
58610191,1
22083,1
225637019,1
133383375,1
53673425,1
76137019,1
30683374,0
170628614,1
333380823,1
10935256,1
53229392,1
258080444,1
419610586,0
326905670,0
192494638,1
333747673,1
444870646,1
74766904,1
56311510,1
147877414,0
21424153,0
191011452,0
100040,1
382996704,0
314271011,0
176192451,1
309001001,0
118633035,0
391500426,1
181874030,1
21430004,1
294881789,0
188756432,0
444094101,1
101956141,0
407885426,0
323863682,1
305320970,0
28117092,1
440317961,1
171096242,0
187442,1
41085098,0
2965434,0
425339904,1
83460371,0
43737640,1
320733726,0
64125473,1
40290302,1
422066466,0
358888298,0
64749366,1
176647721,1
52578276,1
19645426,0
154047339,1
149909327,1
2419542,1
132788259,1
47015602,1
304051225,1
358415633,0
261595890,1
134717928,1
273079221,0
63610192,1
248374822,1
28574116,1
137772373,1
55447565,1
287621750,1
223305773,1
275102978,0
141090366,1
156080966,1
84658237,0
130647473,1
30391751,1
192167491,0
129319366,1
335086609,0
180215636,1
57782298,1
84734808,0
210903540,1
79847800,0
99179169,1
58108856,0
427049705,1
384795720,0
6841227,1
98719577,0
257283282,0
173557630,1
428495493,1
90837605,0
40779014,1
400478384,1
378029453,1
448075278,1
2524581,1
35747039,1
391822414,0
168757591,1
77960423,0
299310427,0
27702993,1
32904403,1
68329904,1
400364310,0
270527762,1
342055042,0
307095884,1
127415862,1
282802217,1
23314302,1
441547025,1
160041059,1
45723507,1
39115072,1
445762079,1
116729569,0
205682897,1
78613516,1
58058915,1
18986888,1
445385685,0
121540925,0
95867702,1
440603001,1
168669621,1
152115672,1
404357784,1
28039623,1
271047573,0
396147849,0
109948843,1
245011212,0
171926213,1
228757250,1
170063981,0
140543353,1
387584276,1
82058183,0
50531050,0
223257014,1
387346079,1
397721802,1
419107251,0
190413236,0
342665801,0
140346182,1
32044658,1
406386906,0
40470118,0
447782431,0
184250037,1
174283134,0
308170559,0
172492720,1
68739578,1
9393155,0
136575205,1
65985934,1
84678404,0
187929170,1
202227018,1
250339033,0
31457982,1
18265481,1
58740211,0
270311974,0
131248932,1
236681922,1
81205269,1
154542781,1
442686792,1
89873311,1
123677755,1
266708802,1
225309952,0
418417004,0
440791116,1
97157736,1
444824682,1
143415088,1
41363915,1
